timestamp,package_number,gesture_name,gesture_number,s1,s2,s3,s4,s5,s6,s7,s8
1449106175070,0,0,0,-1,-7,-24,-3,3,5,3,-5
1449106175071,2,0,0,6,2,2,-2,-1,-3,0,3
1449106175071,2,0,0,-2,0,-2,1,1,-2,-6,-9
1449106175118,3,0,0,-1,9,-33,-9,4,5,5,5
1449106175118,0,0,0,-12,1,28,7,-2,-6,-4,-11
1449106175118,0,0,0,-10,-15,1,-2,0,0,3,3
1449106175118,3,0,0,23,13,-5,-4,0,2,7,14
1449106175119,2,0,0,19,11,9,-3,2,5,9,21
1449106175119,2,0,0,-5,7,14,5,2,4,5,-7
1449106175126,3,0,0,-33,-18,-2,0,-5,-4,-7,-16
1449106175126,3,0,0,-1,18,8,3,4,6,9,6
1449106175166,0,0,0,105,48,-1,9,2,3,6,35
1449106175166,0,0,0,-73,-93,-49,-34,-21,-25,-36,-55
1449106175167,1,0,0,-42,-34,20,3,-1,-1,-5,-16
1449106175167,1,0,0,8,-7,-16,-19,-7,-7,-12,-10
1449106175168,3,0,0,36,15,1,-5,-4,-2,1,18
1449106175168,3,0,0,-36,-24,-1,8,-6,-8,-9,-20
1449106175169,0,0,0,91,25,-19,-11,2,3,2,6
1449106175169,0,0,0,-21,30,44,15,6,5,3,-1
1449106175215,1,0,0,-36,-11,52,-1,-8,-8,-1,7
1449106175215,1,0,0,22,0,-20,-12,-1,7,17,5
1449106175216,2,0,0,28,-30,-51,-5,1,-4,-19,9
1449106175216,2,0,0,-60,7,16,-10,-7,-7,-20,-33
1449106175217,1,0,0,68,30,3,-6,-8,-2,-10,27
1449106175217,1,0,0,-3,20,10,-50,-11,6,7,-13
1449106175217,0,0,0,-11,-27,25,2,-1,0,-1,24
1449106175217,0,0,0,29,12,-41,-1,-2,-3,-9,-8
1449106175264,2,0,0,-103,-41,-78,-1,-26,-5,-22,-22
1449106175264,3,0,0,-21,-16,-21,15,-3,-18,-59,-26
1449106175264,3,0,0,-69,13,-2,-23,-24,-4,29,-3
1449106175264,2,0,0,-25,-17,43,40,34,6,-3,-9
1449106175265,1,0,0,30,-5,12,109,62,-3,-26,-3
1449106175265,1,0,0,-11,-8,24,-17,-35,-30,-70,-39
1449106175266,2,0,0,46,53,43,21,-21,9,28,33
1449106175266,2,0,0,5,-24,-27,35,51,20,10,-15
1449106175312,3,0,0,-70,-8,-24,-6,-5,14,-2,-25
1449106175312,3,0,0,30,-2,-4,-18,14,-19,-50,1
1449106175313,0,0,0,-4,19,29,-26,-59,-25,24,-1
1449106175313,0,0,0,54,20,33,62,68,31,12,27
1449106175314,2,0,0,-2,19,-5,-60,-26,-3,36,-3
1449106175314,2,0,0,64,39,-5,-5,-15,-2,13,29
1449106175315,3,0,0,13,-5,-11,-27,-18,-8,-4,-23
1449106175315,3,0,0,-35,-12,2,-18,4,36,58,45
1449106175361,0,0,0,-21,19,7,-60,18,7,47,21
1449106175361,0,0,0,0,-7,11,-27,-20,-12,-44,-29
1449106175362,1,0,0,67,23,2,4,9,4,14,6
1449106175362,1,0,0,-34,-30,-11,49,32,-14,-47,-41
1449106175363,3,0,0,-23,-5,-5,-42,-16,-16,6,15
1449106175363,3,0,0,19,52,24,-48,5,-5,-38,-28
1449106175364,0,0,0,7,39,22,45,2,-10,-14,-4
1449106175364,0,0,0,-73,-98,-32,-20,-12,-2,-2,-13
1449106175410,1,0,0,78,100,8,7,-7,-4,-5,12
1449106175410,1,0,0,-71,-83,-32,55,-16,-6,48,17
1449106175411,2,0,0,-15,8,-10,9,11,19,-5,-16
1449106175411,3,0,0,-4,35,4,-90,-15,19,49,5
1449106175411,2,0,0,-48,-76,-11,-29,-9,-25,-37,-13
1449106175411,3,0,0,68,-9,12,91,32,11,6,23
1449106175412,0,0,0,-17,8,-9,-9,-3,8,30,9
1449106175412,0,0,0,-73,-68,-28,-36,-11,-39,-71,-64
1449106175459,2,0,0,-10,-29,-38,-58,-6,2,-2,-17
1449106175459,2,0,0,54,66,20,3,16,-2,-28,-3
1449106175459,1,0,0,56,63,13,-9,-32,-3,0,-5
1449106175459,1,0,0,-4,-27,-1,-49,15,28,37,35
1449106175460,0,0,0,-24,13,-6,12,5,-4,-11,-12
1449106175460,0,0,0,26,36,23,1,-15,-6,-12,3
1449106175461,1,0,0,-20,-5,26,-49,-12,0,5,-10
1449106175461,1,0,0,-1,-34,-20,-4,2,10,25,28
1449106175507,2,0,0,51,45,-20,-74,-16,10,44,33
1449106175507,2,0,0,42,-10,-11,89,42,-1,-28,-14
1449106175508,3,0,0,71,18,18,78,26,-23,-82,-32
1449106175508,3,0,0,-121,-94,-25,4,16,16,23,-14
1449106175509,1,0,0,-66,-33,-32,-37,-13,-25,-14,-28
1449106175509,1,0,0,87,86,12,-28,-18,11,19,24
1449106175510,2,0,0,-79,-57,-8,82,14,-6,-8,-3
1449106175510,2,0,0,65,68,14,-16,-6,4,11,1
1449106175556,3,0,0,-42,-24,-6,-29,-13,-19,-41,-11
1449106175556,3,0,0,42,43,1,-38,-17,24,48,30
1449106175557,0,0,0,4,-8,-40,22,9,-19,-30,-28
1449106175557,0,0,0,-16,36,24,-32,-7,-8,6,-9
1449106175557,2,0,0,-23,-50,-9,-69,-7,-2,-17,-11
1449106175557,2,0,0,24,42,11,19,2,14,25,9
1449106175559,3,0,0,16,26,17,38,-14,-10,-17,-22
1449106175559,3,0,0,11,-34,-23,-19,2,-9,4,14
1449106175605,0,0,0,-27,-6,-3,10,7,15,21,22
1449106175605,0,0,0,33,10,7,14,-6,0,4,4
1449106175606,1,0,0,-26,-27,2,16,-4,-21,-51,-27
1449106175606,3,0,0,-43,12,16,26,3,-17,-52,-44
1449106175606,3,0,0,37,35,4,57,29,17,25,18
1449106175606,1,0,0,31,-7,-3,-19,-10,12,42,19
1449106175607,0,0,0,12,16,26,100,9,4,25,15
1449106175607,0,0,0,-42,-67,-22,-51,-16,-6,-11,-20
1449106175656,1,0,0,-107,-78,14,63,57,-3,-38,-41
1449106175656,1,0,0,50,34,-12,-72,-25,7,30,18
1449106175657,2,0,0,33,0,2,-46,0,7,9,27
1449106175657,0,0,0,40,26,-6,-39,4,11,34,32
1449106175657,1,0,0,-14,16,-9,-46,-15,-14,-13,-14
1449106175657,1,0,0,41,36,13,-49,-8,17,41,47
1449106175657,0,0,0,-52,-52,0,47,12,-8,-55,-43
1449106175657,2,0,0,-23,2,-17,-59,-17,-1,14,1
1449106175703,2,0,0,-23,-25,-8,35,11,-14,-40,-32
1449106175703,2,0,0,42,33,4,-12,-13,7,40,15
1449106175704,1,0,0,13,24,-2,-56,-20,0,21,-2
1449106175704,3,0,0,-52,-40,-17,6,1,-13,-46,-13
1449106175704,3,0,0,5,-7,-2,21,20,9,-8,-9
1449106175704,1,0,0,13,-22,-8,-7,4,0,9,9
1449106175705,2,0,0,27,37,-8,26,-8,-4,-13,5
1449106175705,2,0,0,-7,4,-8,-11,-3,0,-10,1
1449106175751,3,0,0,21,11,-12,-13,-8,-9,-15,-20
1449106175751,3,0,0,-48,-28,10,31,5,0,18,8
1449106175752,0,0,0,-5,-12,4,5,2,-1,2,7
1449106175752,0,0,0,18,23,-7,-49,-24,-14,-18,-12
1449106175753,1,0,0,-19,-24,-23,-60,-32,-21,-28,-21
1449106175753,1,0,0,1,19,13,97,38,21,37,15
1449106175754,2,0,0,12,3,18,36,24,12,11,24
1449106175754,2,0,0,25,19,-6,-20,-2,-12,-15,-23
1449106175800,0,0,0,-18,9,-5,7,8,-2,-6,-13
1449106175800,3,0,0,9,-12,-3,-2,-13,-2,14,18
1449106175800,3,0,0,-14,1,11,18,-3,3,2,-5
1449106175800,0,0,0,53,15,-13,-65,-32,0,40,46
1449106175801,2,0,0,-34,-26,4,15,1,1,18,14
1449106175801,2,0,0,5,-4,-16,-11,0,-9,-25,-12
1449106175803,3,0,0,13,12,22,70,22,11,-10,19
1449106175803,3,0,0,22,19,-24,-88,-27,-7,22,10
1449106175849,0,0,0,-43,-27,-3,-42,-17,-18,-29,-33
1449106175849,1,0,0,-26,-8,3,-5,-10,-3,7,-10
1449106175849,1,0,0,16,-5,-17,-10,5,0,-22,12
1449106175849,0,0,0,22,25,6,35,14,1,-1,-5
1449106175850,3,0,0,2,10,5,11,2,12,25,9
1449106175850,3,0,0,41,23,-16,-39,-10,-2,0,11
1449106175851,0,0,0,-15,-2,-5,-25,-10,-7,-6,-14
1449106175851,0,0,0,-13,1,13,32,10,2,-16,-8
1449106175897,1,0,0,33,5,-10,20,0,0,12,22
1449106175897,1,0,0,-18,10,16,-44,-5,6,6,-7
1449106175898,2,0,0,-31,-20,0,15,10,-1,-13,-13
1449106175898,2,0,0,24,-3,4,20,5,5,22,6
1449106175899,0,0,0,19,22,-1,20,7,15,48,39
1449106175899,0,0,0,-5,-8,1,13,-3,-19,-61,-26
1449106175900,1,0,0,-2,-4,-5,45,16,4,18,12
1449106175900,1,0,0,-10,-12,-2,-8,-8,-18,-62,-59
1449106175946,2,0,0,13,-2,9,-27,-8,1,5,2
1449106175946,2,0,0,-25,5,-16,-6,19,18,-6,-18
1449106175947,3,0,0,17,-9,-8,9,5,-3,4,24
1449106175947,1,0,0,-16,15,16,12,4,5,-22,-25
1449106175947,1,0,0,22,14,-8,6,2,1,19,17
1449106175947,3,0,0,-31,-26,-7,-13,-14,-11,-9,-8
1449106175949,2,0,0,-29,-26,5,39,9,-4,-6,-2
1449106175949,2,0,0,33,37,-2,-35,-15,-1,-20,-4
1449106176044,3,0,0,-11,-2,-8,-44,-6,-8,-12,-16
1449106176044,3,0,0,-17,-9,18,10,0,-1,13,10
1449106176045,2,0,0,-48,-54,-8,36,1,-8,-1,-13
1449106176045,0,0,0,3,-1,-3,19,-1,9,23,22
1449106176045,0,0,0,-6,-11,1,10,-1,-9,-13,-2
1449106176045,2,0,0,13,1,0,-4,7,8,3,-5
1449106176046,3,0,0,18,17,-7,-34,-17,-6,26,24
1449106176046,3,0,0,-8,-11,7,89,34,12,-26,-15
1449106176092,0,0,0,-13,-14,3,10,-2,-4,-6,-1
1449106176092,0,0,0,-5,-15,-14,-33,-8,-12,-12,-14
1449106176093,1,0,0,-6,8,5,41,5,-2,-9,-13
1449106176093,1,0,0,10,45,-4,-67,-19,9,16,3
1449106176094,3,0,0,87,19,-3,-50,-4,17,47,35
1449106176094,3,0,0,-117,19,20,-3,-14,-13,-14,-23
1449106176095,0,0,0,39,48,13,-23,-7,2,17,27
1449106176095,0,0,0,-43,-38,8,-1,-11,-14,-30,-28
1449106176141,1,0,0,-26,-7,2,-6,-13,-7,3,-4
1449106176141,1,0,0,21,6,7,24,26,12,22,10
1449106176142,2,0,0,22,-6,-23,-39,-20,-8,9,-3
1449106176142,2,0,0,-14,-2,-1,44,8,7,-19,0
1449106176143,0,0,0,-42,-21,-15,-27,-3,-14,-18,-19
1449106176143,0,0,0,54,20,3,-26,-11,3,15,12
1449106176144,1,0,0,-24,-12,7,39,4,-4,-17,-3
1449106176144,1,0,0,6,-3,-12,-6,-5,0,5,4
1449106176195,2,0,0,30,-2,16,46,26,16,3,3
1449106176195,2,0,0,-34,9,-17,-30,-9,-7,14,-2
1449106176196,1,0,0,-3,-9,-2,-12,6,4,14,-1
1449106176196,3,0,0,77,26,28,62,7,5,3,16
1449106176196,3,0,0,-39,-32,-46,-43,-4,-7,-21,-17
1449106176196,1,0,0,11,9,7,-16,-8,-6,-7,3
1449106176197,2,0,0,-7,9,-5,-35,-10,1,14,14
1449106176197,2,0,0,-5,-11,-9,39,4,0,-13,4
1449106176239,3,0,0,-37,-25,-2,31,5,-9,-22,-20
1449106176239,3,0,0,54,-6,-1,3,-3,3,18,7
1449106176240,0,0,0,-42,9,2,-29,-5,5,-14,2
1449106176240,2,0,0,-7,-24,-13,-2,3,4,4,-3
1449106176240,2,0,0,13,19,-32,-41,-17,-5,7,-2
1449106176240,0,0,0,2,-2,26,31,0,4,20,7
1449106176241,3,0,0,-76,-82,-30,-6,8,-4,-2,-13
1449106176241,3,0,0,20,35,9,-24,1,15,12,12
1449106176288,0,0,0,15,8,0,-44,-10,2,-3,-7
1449106176288,1,0,0,8,4,13,16,-1,-8,-3,6
1449106176288,1,0,0,-12,-7,2,22,7,-1,1,-5
1449106176288,0,0,0,21,15,0,-22,-10,-9,4,7
1449106176289,3,0,0,-95,-73,7,27,-5,0,-7,-11
1449106176289,3,0,0,16,37,24,27,-3,-12,0,-3
1449106176290,0,0,0,38,2,-6,-5,7,1,-14,-5
1449106176290,0,0,0,-26,-28,-8,19,9,-2,1,7
1449106176336,1,0,0,-5,33,-12,-44,0,9,11,-10
1449106176336,1,0,0,3,19,8,65,-6,-14,-38,-4
1449106176337,0,0,0,2,1,-3,8,-3,-3,7,-3
1449106176337,0,0,0,12,23,6,11,3,-5,-11,-11
1449106176337,2,0,0,-21,-12,-7,6,0,-3,9,-7
1449106176337,2,0,0,41,12,20,3,1,5,-4,8
1449106176339,1,0,0,0,-20,3,-6,2,-5,-30,-20
1449106176339,1,0,0,22,13,4,-13,-7,1,2,13
1449106176385,2,0,0,28,3,1,-17,-10,-8,-7,12
1449106176385,3,0,0,24,21,10,-15,-8,0,18,-2
1449106176385,3,0,0,-9,2,-3,15,3,2,-15,-3
1449106176385,2,0,0,-14,-12,1,12,8,8,6,0
1449106176386,1,0,0,12,-9,-10,-8,19,14,17,24
1449106176386,1,0,0,25,22,-5,27,14,1,-11,-19
1449106176387,2,0,0,-24,-20,6,14,-14,-6,9,4
1449106176387,2,0,0,9,18,2,-33,-13,-10,-19,-19
1449106176434,3,0,0,28,7,7,-27,-10,-9,-10,8
1449106176434,3,0,0,-8,30,-18,-8,8,5,5,6
1449106176434,0,0,0,-5,-3,4,4,-5,2,-5,-2
1449106176434,0,0,0,9,2,2,0,-5,1,19,0
1449106176435,2,0,0,-17,-13,0,5,5,1,-2,2
1449106176435,2,0,0,-20,-14,-7,-5,-11,-2,9,-7
1449106176436,3,0,0,-21,-15,-8,-19,-7,-9,-12,-10
1449106176436,3,0,0,10,6,-6,-5,0,-6,-4,-5
1449106176482,0,0,0,27,6,-12,-27,3,6,1,1
1449106176482,0,0,0,-36,2,19,42,7,3,-15,-12
1449106176484,1,0,0,12,8,-8,-28,-2,17,57,21
1449106176484,1,0,0,-10,-44,11,62,7,-16,-44,-2
1449106176486,2,0,0,36,22,-12,-7,2,0,1,16
1449106176486,3,0,0,-40,-27,11,64,19,-5,-7,-20
1449106176486,2,0,0,-21,-25,-13,10,-9,-13,-27,-26
1449106176486,3,0,0,24,23,7,-47,-26,3,30,14
1449106176531,0,0,0,8,-5,-15,70,17,6,-4,-2
1449106176531,0,0,0,-53,-33,7,46,17,-1,-14,-10
1449106176532,1,0,0,-8,6,-16,-25,-18,-14,-11,-10
1449106176532,1,0,0,26,3,9,5,8,23,47,22
1449106176533,3,0,0,-14,-14,-11,-35,-17,-3,7,-3
1449106176533,3,0,0,21,-1,14,32,17,9,3,8
1449106176534,0,0,0,12,7,11,-3,10,16,50,24
1449106176534,0,0,0,-8,17,2,-19,-6,0,12,4
1449106176580,1,0,0,-13,-22,10,10,10,-3,-11,-9
1449106176580,1,0,0,3,7,-12,-20,-10,-5,-54,-23
1449106176581,2,0,0,-7,21,5,-17,-15,0,10,5
1449106176581,2,0,0,-9,-23,9,9,7,-1,-8,0
1449106176582,0,0,0,4,5,-4,14,4,-6,-32,-19
1449106176582,0,0,0,13,22,-5,-56,-23,-6,20,10
1449106176629,1,0,0,-4,0,16,100,55,27,23,31
1449106176629,1,0,0,-19,-21,-6,-24,-10,-18,-48,-30
1449106176630,3,0,0,-23,-19,-15,-41,-27,-25,-23,-17
1449106176630,3,0,0,-2,7,-1,4,-5,-3,-3,-3
1449106176630,2,0,0,67,41,1,9,4,11,12,11
1449106176630,2,0,0,-9,-14,6,0,7,7,17,-2
1449106176631,1,0,0,3,3,8,16,-1,-3,-3,5
1449106176631,1,0,0,-39,-17,-15,-15,-3,-10,-15,-15
1449106176677,2,0,0,-11,-18,-3,11,0,-8,-11,-12
1449106176677,2,0,0,6,9,12,-33,-19,-2,8,8
1449106176678,3,0,0,-2,3,-6,-17,4,2,2,-3
1449106176678,3,0,0,-15,-9,-5,-17,1,-2,-19,-22
1449106176679,2,0,0,-40,-33,-17,-29,-12,-9,-5,-10
1449106176679,2,0,0,9,4,0,13,2,-9,-39,-18
1449106176680,3,0,0,54,30,28,53,8,2,6,5
1449106176680,3,0,0,-2,4,-4,-11,12,4,-14,-4
1449106176726,0,0,0,8,-7,3,-29,-20,1,20,16
1449106176726,0,0,0,-2,25,7,17,12,-2,-29,-20
1449106176727,3,0,0,25,35,20,63,8,6,14,12
1449106176727,1,0,0,-35,-23,-9,-15,-3,-2,5,7
1449106176727,3,0,0,27,-20,1,26,5,-12,-14,-9
1449106176727,1,0,0,12,17,7,10,-4,4,16,10
1449106176729,0,0,0,-24,-9,1,30,8,13,30,13
1449106176729,0,0,0,-76,-19,-2,-19,2,-4,-17,-28
1449106176775,1,0,0,61,15,-16,-27,1,-8,-35,-1
1449106176775,1,0,0,-24,-10,1,8,-5,-4,-2,-3
1449106176776,2,0,0,25,16,0,18,-1,0,10,5
1449106176776,0,0,0,10,3,-8,-6,2,-6,-14,0
1449106176776,0,0,0,34,20,8,15,-3,3,15,11
1449106176776,2,0,0,-7,-2,8,-1,-5,14,36,23
1449106176777,1,0,0,-45,-22,-10,-22,-9,0,14,-5
1449106176777,1,0,0,7,6,3,-14,-12,1,2,-2
1449106176824,2,0,1,-19,-29,2,20,7,-9,-7,-8
1449106176824,2,0,1,53,18,-12,3,4,-9,-20,-3
1449106176825,0,0,1,-25,-17,-18,-19,8,11,4,-1
1449106176825,3,0,1,-17,-4,3,24,-10,3,21,18
1449106176825,0,0,1,5,-2,17,62,20,4,9,5
1449106176825,3,0,1,1,-4,-4,-25,1,-10,-37,-19
1449106176828,1,0,1,-24,12,-1,-38,-11,14,48,26
1449106176828,1,0,1,24,-8,-20,-38,-6,0,-14,-6
1449106176873,3,0,1,22,1,-16,10,2,9,17,9
1449106176873,2,0,1,-15,-14,-1,-13,-7,-10,-23,-15
1449106176873,2,0,1,14,-8,-2,38,6,-17,-49,-16
1449106176873,3,0,1,-2,22,2,-27,-7,7,31,9
1449106176874,1,0,1,26,24,2,11,7,1,4,9
1449106176874,1,0,1,-4,14,8,16,8,1,8,-3
1449106176875,2,0,1,-8,-14,10,-10,-12,0,18,8
1449106176875,2,0,1,-20,1,-13,6,4,-5,-16,-15
1449106176921,3,0,1,6,-18,-9,-25,-8,-5,-2,-1
1449106176921,3,0,1,30,23,7,39,-6,-8,-16,2
1449106176922,0,0,1,-33,-2,1,-53,17,22,42,20
1449106176922,0,0,1,3,-45,-13,12,-7,-13,-52,-31
1449106176923,2,0,1,70,88,3,-20,-6,5,2,19
1449106176923,2,0,1,-69,-49,-11,-16,-9,-6,12,-8
1449106176924,3,0,1,-3,-5,-10,-10,0,4,2,-1
1449106176924,3,0,1,14,17,0,6,3,-6,-12,-10
1449106176970,0,0,1,2,43,16,3,11,10,7,6
1449106176970,0,0,1,12,15,3,9,-2,5,7,2
1449106176971,1,0,1,4,-21,-5,1,-7,-8,-12,-1
1449106176971,3,0,1,-4,-1,-6,-26,-13,-2,-19,-7
1449106176971,3,0,1,-78,-52,13,30,7,-2,-7,-23
1449106176971,1,0,1,-14,-6,-5,-10,-3,-4,6,-1
1449106176972,0,0,1,-54,-47,8,56,18,2,10,-24
1449106176972,0,0,1,14,-2,-13,-30,-14,-12,-4,0
1449106177019,2,0,1,21,-9,-10,26,8,3,5,3
1449106177019,1,0,1,86,91,24,22,11,11,-1,9
1449106177019,1,0,1,-78,-78,-8,-29,-13,-21,-31,-10
1449106177019,2,0,1,22,42,-13,-56,-18,10,51,34
1449106177020,0,0,1,-26,-20,3,-2,-6,-1,-6,-3
1449106177020,0,0,1,19,-2,-10,-13,3,1,4,1
1449106177021,1,0,1,9,-1,-1,9,0,0,21,26
1449106177021,1,0,1,-16,0,5,-13,-2,2,9,5
1449106177067,2,0,1,-22,-20,2,19,3,-4,-17,-16
1449106177067,2,0,1,31,26,5,0,0,4,-5,3
1449106177068,3,0,1,-55,-36,-16,-20,-16,-12,-2,-10
1449106177068,3,0,1,88,49,12,8,7,9,12,25
1449106177069,1,0,1,17,1,-21,-62,-12,-4,13,12
1449106177069,1,0,1,4,3,-17,-28,-8,-1,-3,-2
1449106177070,2,0,1,-29,-37,17,49,28,0,-12,-2
1449106177070,2,0,1,25,48,27,48,14,22,27,23
1449106177116,3,0,1,23,1,-23,-53,-22,-8,-7,-13
1449106177116,3,0,1,53,55,10,87,37,29,44,44
1449106177117,0,0,1,-28,-47,-20,-13,-19,-29,-46,-34
1449106177117,0,0,1,9,12,-6,-14,-2,2,5,1
1449106177117,2,0,1,9,-21,4,23,-1,-6,-13,-2
1449106177117,2,0,1,-15,-13,-17,-20,-8,-8,-19,-4
1449106177119,3,0,1,-17,3,6,14,-1,5,1,-6
1449106177119,3,0,1,-3,-19,-11,-23,-13,-5,14,-4
1449106177165,0,0,1,-29,-27,8,31,8,-11,-12,-6
1449106177165,0,0,1,4,-1,-12,-28,-21,-12,-7,-7
1449106177166,2,0,1,-3,4,5,-1,-12,-6,-4,2
1449106177166,1,0,1,-6,9,8,17,16,13,15,12
1449106177166,1,0,1,-19,6,1,-14,4,10,5,-3
1449106177166,2,0,1,39,21,9,11,3,-2,-11,7
1449106177167,3,0,1,-12,-30,-5,29,8,-1,-11,-16
1449106177167,3,0,1,-21,-32,-11,-8,-4,-9,-7,-11
1449106177214,0,0,1,30,30,9,-17,-1,10,18,11
1449106177214,1,0,1,-44,-46,-12,65,24,5,21,1
1449106177214,0,0,1,22,43,-1,-68,-25,-5,3,12
1449106177214,1,0,1,-20,-16,14,26,9,-11,-42,-25
1449106177215,3,0,1,17,-1,-1,35,7,-1,-2,-7
1449106177215,3,0,1,-5,-20,-1,-31,-12,-4,5,18
1449106177216,0,0,1,-24,-27,-13,-15,-5,-5,-3,-12
1449106177216,0,0,1,7,6,-3,16,6,13,19,15
1449106177262,1,0,1,-35,-11,-4,-29,-13,-8,-7,-17
1449106177262,1,0,1,1,6,4,-17,-5,-3,-11,-9
1449106177263,2,0,1,-5,-7,-12,-10,-5,-2,-4,1
1449106177263,2,0,1,18,-1,7,0,5,2,7,13
1449106177264,0,0,1,2,19,11,9,7,9,3,0
1449106177264,0,0,1,-14,-16,-7,-4,-3,-2,-2,-8
1449106177311,1,0,1,20,25,2,1,1,-2,2,8
1449106177311,1,0,1,-50,-6,5,-5,-13,-6,1,-10
1449106177312,3,0,1,87,33,0,5,3,-2,4,10
1449106177312,2,0,1,-15,-16,-4,5,4,-1,-16,-14
1449106177312,2,0,1,65,9,-11,-15,-2,2,1,12
1449106177312,3,0,1,-36,-17,8,8,-9,-11,-9,-8
1449106177314,1,0,1,-28,-23,-13,-33,-8,-2,-8,-5
1449106177314,1,0,1,27,34,0,-24,-4,3,7,12
1449106177360,2,0,1,20,23,10,13,3,0,2,1
1449106177360,2,0,1,11,0,-6,-10,-3,3,11,-1
1449106177361,0,0,1,21,19,1,-11,-1,3,-7,-5
1449106177361,3,0,1,-19,-12,-5,-7,0,2,-5,-8
1449106177361,3,0,1,5,-15,0,8,-2,1,9,9
1449106177361,0,0,1,-20,-9,-5,4,2,-3,5,0
1449106177363,2,0,1,4,1,-3,-8,-2,-3,-2,9
1449106177363,2,0,1,-5,19,0,-3,3,-3,3,-3
1449106177409,3,0,1,21,32,3,-1,2,6,3,-1
1449106177409,0,0,1,20,0,1,13,5,-2,-4,0
1449106177409,3,0,1,3,-19,-4,7,-2,-6,-13,-11
1449106177409,0,0,1,-50,-32,3,-9,3,6,9,11
1449106177410,3,0,1,-3,7,-8,2,6,-7,-17,19
1449106177410,3,0,1,-8,7,21,1,-1,-15,12,48
1449106177411,0,0,1,-13,-10,56,-1,-6,-21,-21,5
